call_id,agency,actdate,acttime,streetnbr
P200144041,BIPD,10/24/2020 0:00,1228,8341
P200144062,BIPD,10/24/2020 0:00,1346,
P200144164,BIPD,10/24/2020 0:00,1908,11096
P200101059,BIPD,7/26/2020 0:00,1904,9180
P200101074,BIPD,7/26/2020 0:00,1948,9617
P200101076,BIPD,7/26/2020 0:00,1953,1250
P200101413,BIPD,7/27/2020 0:00,1303,9088
P200101474,BIPD,7/27/2020 0:00,1449,
P200101585,BIPD,7/27/2020 0:00,1813,25200BLK
P200131448,BIPD,9/27/2020 0:00,0213,11299
P200131451,BIPD,9/27/2020 0:00,0220,
P200131477,BIPD,9/27/2020 0:00,0517,7305
P200131516,BIPD,9/27/2020 0:00,1042,
P200131662,BIPD,9/27/2020 0:00,1710,9191
P200131738,BIPD,9/27/2020 0:00,2022,7329
P200141047,BIPD,10/17/2020 0:00,1834,343
P200141144,BIPD,10/17/2020 0:00,2238,253
P200141282,BIPD,10/18/2020 0:00,1024,
P200141383,BIPD,10/18/2020 0:00,1511,635
P200141430,BIPD,10/18/2020 0:00,1641,343
P200141951,BIPD,10/20/2020 0:00,0201,
P200144234,BIPD,10/24/2020 0:00,2215,860
P200144374,BIPD,10/25/2020 0:00,0929,827
P200144386,BIPD,10/25/2020 0:00,1008,7305
P200144498,BIPD,10/25/2020 0:00,1549,625
P200144536,BIPD,10/25/2020 0:00,1746,27103
P200144595,BIPD,10/25/2020 0:00,2228,1810
P200142225,BIPD,10/20/2020 0:00,1523,
P200142255,BIPD,10/20/2020 0:00,1558,
P200142834,BIPD,10/21/2020 0:00,2144,
P200142880,BIPD,10/22/2020 0:00,0116,5574
P200142894,BIPD,10/22/2020 0:00,0305,9805
P200142920,BIPD,10/22/2020 0:00,0733,208
P200063119,BIPD,5/9/2020 0:00,1029,7968
P200063279,BIPD,5/9/2020 0:00,1533,13593
P200063300,BIPD,5/9/2020 0:00,1614,10371
P200063348,BIPD,5/9/2020 0:00,1810,
P200063438,BIPD,5/9/2020 0:00,2107,9800
P200063477,BIPD,5/9/2020 0:00,2228,11299
P200102286,BIPD,7/29/2020 0:00,0949,1828
P200102613,BIPD,7/29/2020 0:00,2105,
P200102641,BIPD,7/29/2020 0:00,2210,141
P200102738,BIPD,7/30/2020 0:00,0553,4200
P200102773,BIPD,7/30/2020 0:00,0824,
P200103273,BIPD,7/31/2020 0:00,0813,9801
P200144611,BIPD,10/25/2020 0:00,2314,
P200144779,BIPD,10/26/2020 0:00,1205,625
P200145031,BIPD,10/27/2020 0:00,0012,
P200145094,BIPD,10/27/2020 0:00,0643,625
P200145334,BIPD,10/27/2020 0:00,1556,
P200131766,BIPD,9/27/2020 0:00,2137,
P200131897,BIPD,9/28/2020 0:00,0941,6148
P200131953,BIPD,9/28/2020 0:00,1128,14644
P200132072,BIPD,9/28/2020 0:00,1522,9191
P200132259,BIPD,9/28/2020 0:00,2244,11299
P200132352,BIPD,9/29/2020 0:00,0800,
P200063572,BIPD,5/10/2020 0:00,0631,4569
P200058295,BIPD,4/28/2020 0:00,2046,499
P200064178,BIPD,5/11/2020 0:00,1320,15798
P200064550,BIPD,5/12/2020 0:00,1231,848
P200064642,BIPD,5/12/2020 0:00,1520,10898
P200064712,BIPD,5/12/2020 0:00,1736,
P200142996,BIPD,10/22/2020 0:00,1051,831
P200143334,BIPD,10/23/2020 0:00,0057,
P200143620,BIPD,10/23/2020 0:00,1601,1244
P200143929,BIPD,10/24/2020 0:00,0753,13400
P200143947,BIPD,10/24/2020 0:00,0837,7906
P200144068,BIPD,10/24/2020 0:00,1357,
P200145483,BIPD,10/27/2020 0:00,2221,
P200145658,BIPD,10/28/2020 0:00,1114,
P200145847,BIPD,10/28/2020 0:00,1834,
P200145889,BIPD,10/28/2020 0:00,2048,9191
P200145900,BIPD,10/28/2020 0:00,2130,7968
P200145908,BIPD,10/28/2020 0:00,2158,11651
P200132428,BIPD,9/29/2020 0:00,1038,7381
P200132819,BIPD,9/30/2020 0:00,0053,
P200133495,BIPD,10/1/2020 0:00,1114,
P200133512,BIPD,10/1/2020 0:00,1144,
P200133583,BIPD,10/1/2020 0:00,1354,10660
P200133612,BIPD,10/1/2020 0:00,1449,
P200103370,BIPD,7/31/2020 0:00,1231,8588
P200103475,BIPD,7/31/2020 0:00,1516,832
P200103569,BIPD,7/31/2020 0:00,1820,
P200103607,BIPD,7/31/2020 0:00,1938,10001
P200103615,BIPD,7/31/2020 0:00,1953,778
P200103682,BIPD,7/31/2020 0:00,2216,11299
P200144168,BIPD,10/24/2020 0:00,1921,
P200144181,BIPD,10/24/2020 0:00,1959,343
P200144317,BIPD,10/25/2020 0:00,0148,270
P200144466,BIPD,10/25/2020 0:00,1357,271
P200144534,BIPD,10/25/2020 0:00,1737,16480
P200144564,BIPD,10/25/2020 0:00,2020,16480
P200103712,BIPD,7/31/2020 0:00,2329,10455
P200103780,BIPD,8/1/2020 0:00,0351,277
P200103829,BIPD,8/1/2020 0:00,0944,631
P200103981,BIPD,8/1/2020 0:00,1452,10482
P200104001,BIPD,8/1/2020 0:00,1521,9440
P200104094,BIPD,8/1/2020 0:00,1841,321
P200133633,BIPD,10/1/2020 0:00,1537,
P200133720,BIPD,10/1/2020 0:00,1829,16392
P200133841,BIPD,10/2/2020 0:00,0109,
P200133920,BIPD,10/2/2020 0:00,0922,6600
P200134038,BIPD,10/2/2020 0:00,1328,635
P200144702,BIPD,10/26/2020 0:00,0911,321
P200144730,BIPD,10/26/2020 0:00,1015,625
P200144922,BIPD,10/26/2020 0:00,1722,7627
P200144864,BIPD,10/26/2020 0:00,1507,7700
P200144971,BIPD,10/26/2020 0:00,1958,406
P200145181,BIPD,10/27/2020 0:00,1104,15446
P200145965,BIPD,10/29/2020 0:00,0121,633
P200146357,BIPD,10/29/2020 0:00,2233,7934
P200146518,BIPD,10/30/2020 0:00,1110,
P200146485,BIPD,10/30/2020 0:00,0943,299
P200146755,BIPD,10/30/2020 0:00,1921,
P200146808,BIPD,10/30/2020 0:00,2212,
P200104109,BIPD,8/1/2020 0:00,1902,778
P200104180,BIPD,8/1/2020 0:00,2104,499
P200104192,BIPD,8/1/2020 0:00,2139,6274
P200104311,BIPD,8/2/2020 0:00,0203,406
P200104326,BIPD,8/2/2020 0:00,0340,1047
P200104329,BIPD,8/2/2020 0:00,0355,
P200145411,BIPD,10/27/2020 0:00,1835,829
P200145453,BIPD,10/27/2020 0:00,2023,
P200145455,BIPD,10/27/2020 0:00,2024,11198
P200145749,BIPD,10/28/2020 0:00,1428,16942
P200145843,BIPD,10/28/2020 0:00,1817,10283
P200146097,BIPD,10/29/2020 0:00,1126,299
P200134280,BIPD,10/2/2020 0:00,2220,500
P200134325,BIPD,10/3/2020 0:00,0054,9341
P200134386,BIPD,10/3/2020 0:00,0731,6329
P200134536,BIPD,10/3/2020 0:00,1544,
P200134638,BIPD,10/3/2020 0:00,2006,8675
P200134703,BIPD,10/3/2020 0:00,2245,9330
P200104424,BIPD,8/2/2020 0:00,1125,337
P200104647,BIPD,8/2/2020 0:00,2026,250
P200104688,BIPD,8/2/2020 0:00,2139,13463
P200104710,BIPD,8/2/2020 0:00,2219,8588
P200104886,BIPD,8/3/2020 0:00,1018,625
P200105019,BIPD,8/3/2020 0:00,1411,625
P200146822,BIPD,10/30/2020 0:00,2301,9752
P200147055,BIPD,10/31/2020 0:00,1514,
P200147134,BIPD,10/31/2020 0:00,1821,4591
P200147180,BIPD,10/31/2020 0:00,2110,4704
P200147361,BIPD,11/1/2020 0:00,1019,
P200147464,BIPD,11/1/2020 0:00,1349,6075
P200146112,BIPD,10/29/2020 0:00,1155,
P200146244,BIPD,10/29/2020 0:00,1723,220
P200146330,BIPD,10/29/2020 0:00,2106,7856
P200146422,BIPD,10/30/2020 0:00,0455,
P200146443,BIPD,10/30/2020 0:00,0737,220
P200146513,BIPD,10/30/2020 0:00,1056,
P200105067,BIPD,8/3/2020 0:00,1540,625
P200105236,BIPD,8/3/2020 0:00,2122,
P200105431,BIPD,8/4/2020 0:00,1114,
P200105432,BIPD,8/4/2020 0:00,1117,625
P200105493,BIPD,8/4/2020 0:00,1315,
P200134713,BIPD,10/3/2020 0:00,2308,
P200134902,BIPD,10/4/2020 0:00,1507,
P200134984,BIPD,10/4/2020 0:00,1850,625
P200135085,BIPD,10/4/2020 0:00,2351,7683
P200135157,BIPD,10/5/2020 0:00,0824,
P200135283,BIPD,10/5/2020 0:00,1331,6710
P200147522,BIPD,11/1/2020 0:00,1546,208
P200147568,BIPD,11/1/2020 0:00,1747,8885
P200147640,BIPD,11/1/2020 0:00,2126,
P200147881,BIPD,11/2/2020 0:00,1321,
P200147932,BIPD,11/2/2020 0:00,1451,
P200147950,BIPD,11/2/2020 0:00,1540,
P200146702,BIPD,10/30/2020 0:00,1720,
P200146710,BIPD,10/30/2020 0:00,1739,625
P200146766,BIPD,10/30/2020 0:00,2024,499
P200146772,BIPD,10/30/2020 0:00,2032,170
P200146810,BIPD,10/30/2020 0:00,2227,
P200146838,BIPD,10/31/2020 0:00,0004,9752
P200105502,BIPD,8/4/2020 0:00,1327,
P200105671,BIPD,8/4/2020 0:00,1823,9343
P200105930,BIPD,8/5/2020 0:00,0859,1050
P200106052,BIPD,8/5/2020 0:00,1303,
P200106103,BIPD,8/5/2020 0:00,1423,625
P200106376,BIPD,8/5/2020 0:00,2343,3000
P200148100,BIPD,11/2/2020 0:00,2326,
P200148125,BIPD,11/3/2020 0:00,0424,
P200148144,BIPD,11/3/2020 0:00,0657,
P200148303,BIPD,11/3/2020 0:00,1324,499
P200148904,BIPD,11/4/2020 0:00,2219,
P200148920,BIPD,11/4/2020 0:00,2318,11122
P200135510,BIPD,10/5/2020 0:00,2113,
P200135500,BIPD,10/5/2020 0:00,2048,4383
P200135548,BIPD,10/5/2020 0:00,2346,8588
P200135567,BIPD,10/6/2020 0:00,0230,623
P200135619,BIPD,10/6/2020 0:00,0835,
P200135701,BIPD,10/6/2020 0:00,1134,5660
P200064768,BIPD,5/12/2020 0:00,2034,9438
P200064923,BIPD,5/13/2020 0:00,1008,220
P200064883,BIPD,5/13/2020 0:00,0825,625
P200065261,BIPD,5/14/2020 0:00,0203,1278
P200065273,BIPD,5/14/2020 0:00,0309,11251
P200065379,BIPD,5/14/2020 0:00,1152,343
P200146855,BIPD,10/31/2020 0:00,0209,629
P200147087,BIPD,10/31/2020 0:00,1638,15446
P200147101,BIPD,10/31/2020 0:00,1716,14781
P200147106,BIPD,10/31/2020 0:00,1733,
P200147154,BIPD,10/31/2020 0:00,1944,
P200106485,BIPD,8/6/2020 0:00,0937,
P200106757,BIPD,8/6/2020 0:00,1808,
P200106821,BIPD,8/6/2020 0:00,2034,200
P200106866,BIPD,8/6/2020 0:00,2231,11299
P200106977,BIPD,8/7/2020 0:00,0808,
P200106989,BIPD,8/7/2020 0:00,0853,390
P200135776,BIPD,10/6/2020 0:00,1402,
P200135795,BIPD,10/6/2020 0:00,1433,299
P200135849,BIPD,10/6/2020 0:00,1618,601
P200135902,BIPD,10/6/2020 0:00,1821,6329
P200135956,BIPD,10/6/2020 0:00,2007,15233
P200135981,BIPD,10/6/2020 0:00,2050,8588
P200065396,BIPD,5/14/2020 0:00,1257,
P200065504,BIPD,5/14/2020 0:00,1707,7571
P200065484,BIPD,5/14/2020 0:00,1625,253
P200065572,BIPD,5/14/2020 0:00,1948,1317
P200065599,BIPD,5/14/2020 0:00,2109,13456
P200065624,BIPD,5/14/2020 0:00,2231,8355
P200106986,BIPD,8/7/2020 0:00,0845,16336
P200107126,BIPD,8/7/2020 0:00,1351,
P200107084,BIPD,8/7/2020 0:00,1238,5834
P200107194,BIPD,8/7/2020 0:00,1554,900
P200107243,BIPD,8/7/2020 0:00,1813,625
P200107548,BIPD,8/8/2020 0:00,1525,1162
P200148969,BIPD,11/5/2020 0:00,0412,10135
P200149096,BIPD,11/5/2020 0:00,1123,343
P200149156,BIPD,11/5/2020 0:00,1318,1047
P200149229,BIPD,11/5/2020 0:00,1505,290
P200149433,BIPD,11/6/2020 0:00,0200,8216
P200149465,BIPD,11/6/2020 0:00,0628,
P200136015,BIPD,10/6/2020 0:00,2228,11299
P200136045,BIPD,10/7/2020 0:00,0112,294
P200136160,BIPD,10/7/2020 0:00,0919,
P200136189,BIPD,10/7/2020 0:00,1055,
P200136484,BIPD,10/7/2020 0:00,2227,359
P200136677,BIPD,10/8/2020 0:00,1141,4255
P200147280,BIPD,11/1/2020 0:00,0226,
P200147330,BIPD,11/1/2020 0:00,0845,
P200147434,BIPD,11/1/2020 0:00,1301,400
P200147996,BIPD,11/2/2020 0:00,1712,8499
P200148020,BIPD,11/2/2020 0:00,1806,10110
P200148034,BIPD,11/2/2020 0:00,1850,15446
P200107718,BIPD,8/8/2020 0:00,2208,860
P200107767,BIPD,8/9/2020 0:00,0039,550
P200107831,BIPD,8/9/2020 0:00,0813,16354
P200108086,BIPD,8/9/2020 0:00,2024,299
P200108286,BIPD,8/10/2020 0:00,0944,
P200108383,BIPD,8/10/2020 0:00,1334,1304
P200149678,BIPD,11/6/2020 0:00,1438,7265
P200149807,BIPD,11/6/2020 0:00,1951,835
P200149826,BIPD,11/6/2020 0:00,2050,10150
P200149965,BIPD,11/7/2020 0:00,1045,12144
P200150009,BIPD,11/7/2020 0:00,1238,
P200065665,BIPD,5/15/2020 0:00,0250,11299
P200065694,BIPD,5/15/2020 0:00,0653,253
P200065726,BIPD,5/15/2020 0:00,0910,15798
P200065863,BIPD,5/15/2020 0:00,1509,12050
P200065918,BIPD,5/15/2020 0:00,1652,253
P200065935,BIPD,5/15/2020 0:00,1739,530
P200136730,BIPD,10/8/2020 0:00,1349,
P200136892,BIPD,10/8/2020 0:00,1837,9727
P200137154,BIPD,10/9/2020 0:00,1155,625
P200137673,BIPD,10/10/2020 0:00,1432,
P200137691,BIPD,10/10/2020 0:00,1518,162
P200137792,BIPD,10/10/2020 0:00,1925,14014
P200108468,BIPD,8/10/2020 0:00,1610,
P200108484,BIPD,8/10/2020 0:00,1638,9684
P200108521,BIPD,8/10/2020 0:00,1811,
P200108635,BIPD,8/10/2020 0:00,2215,7968
P200109247,BIPD,8/12/2020 0:00,0111,
P200109499,BIPD,8/12/2020 0:00,1537,7961
P200150063,BIPD,11/7/2020 0:00,1431,
P200150103,BIPD,11/7/2020 0:00,1617,
P200150137,BIPD,11/7/2020 0:00,1741,
P200150364,BIPD,11/8/2020 0:00,0959,10462
P200150414,BIPD,11/8/2020 0:00,1134,7000
P200150661,BIPD,11/8/2020 0:00,2139,499
P200148601,BIPD,11/4/2020 0:00,0858,134
P200148613,BIPD,11/4/2020 0:00,0931,6605
P200148742,BIPD,11/4/2020 0:00,1418,4655
P200148942,BIPD,11/5/2020 0:00,0037,12215
P200149161,BIPD,11/5/2020 0:00,1325,8950
P200149233,BIPD,11/5/2020 0:00,1509,
P200055937,BIPD,4/23/2020 0:00,0040,10401
P200056381,BIPD,4/24/2020 0:00,0616,253
P200059748,BIPD,5/2/2020 0:00,0100,4759
P200066333,BIPD,5/16/2020 0:00,1915,208
P200066342,BIPD,5/16/2020 0:00,1934,141
P200066474,BIPD,5/17/2020 0:00,0854,11299
P200109530,BIPD,8/12/2020 0:00,1653,815
P200109831,BIPD,8/13/2020 0:00,1220,
P200109916,BIPD,8/13/2020 0:00,1535,625
P200109952,BIPD,8/13/2020 0:00,1705,8040
P200109965,BIPD,8/13/2020 0:00,1742,9555
P200109999,BIPD,8/13/2020 0:00,1851,465
P200137776,BIPD,10/10/2020 0:00,1847,15446
P200137807,BIPD,10/10/2020 0:00,1947,
P200138080,BIPD,10/11/2020 0:00,1351,
P200138106,BIPD,10/11/2020 0:00,1527,1344
P200138168,BIPD,10/11/2020 0:00,1807,
P200138147,BIPD,10/11/2020 0:00,1717,5535
P200150677,BIPD,11/8/2020 0:00,2243,
P200150734,BIPD,11/9/2020 0:00,0335,625
P200150784,BIPD,11/9/2020 0:00,0827,8670
P200150800,BIPD,11/9/2020 0:00,0928,
P200150813,BIPD,11/9/2020 0:00,1010,
P200149308,BIPD,11/5/2020 0:00,1729,
P200149325,BIPD,11/5/2020 0:00,1830,13391
P200149340,BIPD,11/5/2020 0:00,1905,15446
P200149344,BIPD,11/5/2020 0:00,1921,8588
P200149357,BIPD,11/5/2020 0:00,2013,2229
P200149434,BIPD,11/6/2020 0:00,0201,
P200138290,BIPD,10/11/2020 0:00,2348,4896
P200138398,BIPD,10/12/2020 0:00,0921,625
P200138493,BIPD,10/12/2020 0:00,1329,
P200138588,BIPD,10/12/2020 0:00,1718,301
P200138718,BIPD,10/12/2020 0:00,2319,851
P200138749,BIPD,10/13/2020 0:00,0305,601
P200151015,BIPD,11/9/2020 0:00,1624,
P200151042,BIPD,11/9/2020 0:00,1718,
P200151011,BIPD,11/9/2020 0:00,1617,625
P200151535,BIPD,11/10/2020 0:00,2008,11096
P200151818,BIPD,11/11/2020 0:00,1407,884
P200151833,BIPD,11/11/2020 0:00,1439,7265
P200110055,BIPD,8/13/2020 0:00,2047,
P200110192,BIPD,8/14/2020 0:00,0713,
P200110382,BIPD,8/14/2020 0:00,1410,625
P200110635,BIPD,8/14/2020 0:00,2326,7906
P200110751,BIPD,8/15/2020 0:00,1051,
P200110773,BIPD,8/15/2020 0:00,1130,280
P200138801,BIPD,10/13/2020 0:00,0822,
P200138923,BIPD,10/13/2020 0:00,1241,
P200138969,BIPD,10/13/2020 0:00,1349,8445
P200138929,BIPD,10/13/2020 0:00,1257,
P200138981,BIPD,10/13/2020 0:00,1403,53
P200139008,BIPD,10/13/2020 0:00,1435,
P200149438,BIPD,11/6/2020 0:00,0210,
P200149667,BIPD,11/6/2020 0:00,1424,270
P200149721,BIPD,11/6/2020 0:00,1558,975
P200149796,BIPD,11/6/2020 0:00,1901,
P200149806,BIPD,11/6/2020 0:00,1946,8588
P200150062,BIPD,11/7/2020 0:00,1428,
P200151843,BIPD,11/11/2020 0:00,1454,499
P200151931,BIPD,11/11/2020 0:00,1718,
P200151976,BIPD,11/11/2020 0:00,1919,
P200152132,BIPD,11/12/2020 0:00,0920,625
P200152186,BIPD,11/12/2020 0:00,1116,5474
P200152213,BIPD,11/12/2020 0:00,1212,774
P200110833,BIPD,8/15/2020 0:00,1320,
P200110971,BIPD,8/15/2020 0:00,1831,1287
P200111269,BIPD,8/16/2020 0:00,1025,656
P200111319,BIPD,8/16/2020 0:00,1249,450
P200111307,BIPD,8/16/2020 0:00,1220,534
P200138988,BIPD,10/13/2020 0:00,1412,
P200139033,BIPD,10/13/2020 0:00,1514,8445
P200139105,BIPD,10/13/2020 0:00,1625,208
P200139119,BIPD,10/13/2020 0:00,1650,
P200139121,BIPD,10/13/2020 0:00,1654,
P200139338,BIPD,10/14/2020 0:00,0613,860
P200139357,BIPD,10/14/2020 0:00,0746,16938
P200139516,BIPD,10/14/2020 0:00,1316,4331
P200139549,BIPD,10/14/2020 0:00,1410,499
P200139693,BIPD,10/14/2020 0:00,1916,1315
P200139763,BIPD,10/14/2020 0:00,2235,9343
P200139869,BIPD,10/15/2020 0:00,0912,
P200152302,BIPD,11/12/2020 0:00,1457,
P200152321,BIPD,11/12/2020 0:00,1537,7205
P200152329,BIPD,11/12/2020 0:00,1547,522
P200152403,BIPD,11/12/2020 0:00,1849,11815
P200152930,BIPD,11/14/2020 0:00,0147,
P200153136,BIPD,11/14/2020 0:00,1544,625
P200111469,BIPD,8/16/2020 0:00,1754,166
P200111593,BIPD,8/16/2020 0:00,2252,472
P200111645,BIPD,8/17/2020 0:00,0241,10150
P200111876,BIPD,8/17/2020 0:00,1313,4569
P200111956,BIPD,8/17/2020 0:00,1522,11299
P200112025,BIPD,8/17/2020 0:00,1722,303
P200139934,BIPD,10/15/2020 0:00,1110,
P200140054,BIPD,10/15/2020 0:00,1449,15293
P200140188,BIPD,10/15/2020 0:00,1913,1219
P200140618,BIPD,10/16/2020 0:00,1827,406
P200140859,BIPD,10/17/2020 0:00,1042,
P200140922,BIPD,10/17/2020 0:00,1328,9254
P200150057,BIPD,11/7/2020 0:00,1418,9543
P200150152,BIPD,11/7/2020 0:00,1803,
P200150178,BIPD,11/7/2020 0:00,1917,10139
P200150252,BIPD,11/7/2020 0:00,2246,601
P200150268,BIPD,11/7/2020 0:00,2355,625
P200150425,BIPD,11/8/2020 0:00,1205,2229
P200153353,BIPD,11/15/2020 0:00,0536,253
P200153360,BIPD,11/15/2020 0:00,0637,
P200153440,BIPD,11/15/2020 0:00,1232,285
P200153478,BIPD,11/15/2020 0:00,1401,7205
P200153630,BIPD,11/15/2020 0:00,2126,
P200153755,BIPD,11/16/2020 0:00,0852,10686
P200112028,BIPD,8/17/2020 0:00,1722,303
P200112030,BIPD,8/17/2020 0:00,1722,303
P200112019,BIPD,8/17/2020 0:00,1722,303
P200112090,BIPD,8/17/2020 0:00,1932,748
P200112117,BIPD,8/17/2020 0:00,2007,15446
P200112270,BIPD,8/18/2020 0:00,0602,190
P200150441,BIPD,11/8/2020 0:00,1227,
P200150510,BIPD,11/8/2020 0:00,1443,
P200150672,BIPD,11/8/2020 0:00,2224,
P200151076,BIPD,11/9/2020 0:00,1857,
P200151237,BIPD,11/10/2020 0:00,0826,625
P200153762,BIPD,11/16/2020 0:00,0907,837
P200153968,BIPD,11/16/2020 0:00,1642,
P200153986,BIPD,11/16/2020 0:00,1719,
P200153992,BIPD,11/16/2020 0:00,1724,625
P200154151,BIPD,11/17/2020 0:00,0708,625
P200154196,BIPD,11/17/2020 0:00,0954,5895
P200112287,BIPD,8/18/2020 0:00,0717,15031
P200112320,BIPD,8/18/2020 0:00,0852,3310
P200112625,BIPD,8/18/2020 0:00,1801,
P200112784,BIPD,8/18/2020 0:00,2345,3375
P200112864,BIPD,8/19/2020 0:00,0730,13240
P200112902,BIPD,8/19/2020 0:00,0912,451
P200151292,BIPD,11/10/2020 0:00,1102,
P200151321,BIPD,11/10/2020 0:00,1213,625
P200151390,BIPD,11/10/2020 0:00,1437,920
P200151412,BIPD,11/10/2020 0:00,1523,104
P200151596,BIPD,11/10/2020 0:00,2342,1344
P200151621,BIPD,11/11/2020 0:00,0139,170
P200140990,BIPD,10/17/2020 0:00,1607,301
P200140980,BIPD,10/17/2020 0:00,1533,
P200141073,BIPD,10/17/2020 0:00,1927,
P200141231,BIPD,10/18/2020 0:00,0526,10462
P200141286,BIPD,10/18/2020 0:00,1035,
P200141293,BIPD,10/18/2020 0:00,1057,
P200154327,BIPD,11/17/2020 0:00,1403,3232
P200154458,BIPD,11/17/2020 0:00,1816,
P200154451,BIPD,11/17/2020 0:00,1805,8727
P200154515,BIPD,11/17/2020 0:00,2118,4765
P200154743,BIPD,11/18/2020 0:00,1318,200
P200154809,BIPD,11/18/2020 0:00,1536,625
P200141350,BIPD,10/18/2020 0:00,1358,625
P200141528,BIPD,10/18/2020 0:00,2250,161
P200141608,BIPD,10/19/2020 0:00,0817,625
P200141922,BIPD,10/19/2020 0:00,2223,
P200142210,BIPD,10/20/2020 0:00,1501,19093
P200142309,BIPD,10/20/2020 0:00,1748,
P200151717,BIPD,11/11/2020 0:00,1031,8260
P200151749,BIPD,11/11/2020 0:00,1127,
P200151872,BIPD,11/11/2020 0:00,1544,5055
P200152134,BIPD,11/12/2020 0:00,0926,200
P200152164,BIPD,11/12/2020 0:00,1030,
P200152313,BIPD,11/12/2020 0:00,1516,9202
P200154831,BIPD,11/18/2020 0:00,1623,
P200154863,BIPD,11/18/2020 0:00,1707,13240
P200155167,BIPD,11/19/2020 0:00,1141,
P200155783,BIPD,11/20/2020 0:00,1940,499
P200155802,BIPD,11/20/2020 0:00,2036,300
P200155805,BIPD,11/20/2020 0:00,2054,11299
P200142381,BIPD,10/20/2020 0:00,2040,10240
P200142597,BIPD,10/21/2020 0:00,1105,13881
P200142764,BIPD,10/21/2020 0:00,1746,
P200142859,BIPD,10/21/2020 0:00,2252,
P200142886,BIPD,10/22/2020 0:00,0208,
P200152337,BIPD,11/12/2020 0:00,1611,7205
P200152345,BIPD,11/12/2020 0:00,1629,
P200152416,BIPD,11/12/2020 0:00,1919,13900
P200152480,BIPD,11/12/2020 0:00,2249,
P200152531,BIPD,11/13/2020 0:00,0537,860
P200152532,BIPD,11/13/2020 0:00,0558,7329
P200112917,BIPD,8/19/2020 0:00,0937,
P200112936,BIPD,8/19/2020 0:00,1021,8244
P200112981,BIPD,8/19/2020 0:00,1130,343
P200113123,BIPD,8/19/2020 0:00,1556,920
P200113436,BIPD,8/20/2020 0:00,0831,301
P200113610,BIPD,8/20/2020 0:00,1423,10411
P200156001,BIPD,11/21/2020 0:00,1155,10210
P200156032,BIPD,11/21/2020 0:00,1312,
P200156069,BIPD,11/21/2020 0:00,1436,200
P200156145,BIPD,11/21/2020 0:00,1816,301
P200156279,BIPD,11/22/2020 0:00,0128,200
P200156416,BIPD,11/22/2020 0:00,1401,10521
P200152625,BIPD,11/13/2020 0:00,1111,625
P200152791,BIPD,11/13/2020 0:00,1709,4372
P200152830,BIPD,11/13/2020 0:00,1841,860
P200152859,BIPD,11/13/2020 0:00,2040,
P200152885,BIPD,11/13/2020 0:00,2159,4630
P200152800,BIPD,11/13/2020 0:00,1731,
P200142905,BIPD,10/22/2020 0:00,0431,9805
P200142950,BIPD,10/22/2020 0:00,0846,17090
P200142962,BIPD,10/22/2020 0:00,0917,
P200143055,BIPD,10/22/2020 0:00,1300,
P200143078,BIPD,10/22/2020 0:00,1358,
P200143091,BIPD,10/22/2020 0:00,1427,625
P200113601,BIPD,8/20/2020 0:00,1416,625
P200113921,BIPD,8/21/2020 0:00,0517,1344
P200113949,BIPD,8/21/2020 0:00,0807,283
P200114083,BIPD,8/21/2020 0:00,1412,
P200114278,BIPD,8/21/2020 0:00,2205,
P200114457,BIPD,8/22/2020 0:00,1207,1200
P200156402,BIPD,11/22/2020 0:00,1333,15516
P200156537,BIPD,11/22/2020 0:00,1917,
P200156928,BIPD,11/23/2020 0:00,1823,301
P200157049,BIPD,11/24/2020 0:00,0405,7060
P200157169,BIPD,11/24/2020 0:00,1121,625
P200157260,BIPD,11/24/2020 0:00,1509,
P200152963,BIPD,11/14/2020 0:00,0639,11741
P200153096,BIPD,11/14/2020 0:00,1404,8800
P200153279,BIPD,11/14/2020 0:00,2307,11299
P200153330,BIPD,11/15/2020 0:00,0250,6894
P200153418,BIPD,11/15/2020 0:00,1053,
P200143164,BIPD,10/22/2020 0:00,1635,
P200143295,BIPD,10/22/2020 0:00,2217,
P200143326,BIPD,10/23/2020 0:00,0023,12369
P200143373,BIPD,10/23/2020 0:00,0551,12300
P200143387,BIPD,10/23/2020 0:00,0738,11299
P200143538,BIPD,10/23/2020 0:00,1332,
P200157511,BIPD,11/25/2020 0:00,0808,625
P200157579,BIPD,11/25/2020 0:00,1056,1344
P200157576,BIPD,11/25/2020 0:00,1051,10370
P200157605,BIPD,11/25/2020 0:00,1152,6159
P200157745,BIPD,11/25/2020 0:00,1647,12231
P200157782,BIPD,11/25/2020 0:00,1840,631
P200153507,BIPD,11/15/2020 0:00,1513,
P200153543,BIPD,11/15/2020 0:00,1654,300
P200153580,BIPD,11/15/2020 0:00,1910,8800
P200153628,BIPD,11/15/2020 0:00,2116,9330
P200153825,BIPD,11/16/2020 0:00,1138,
P200153901,BIPD,11/16/2020 0:00,1425,625
P200114463,BIPD,8/22/2020 0:00,1223,835
P200114571,BIPD,8/22/2020 0:00,1639,
P200114649,BIPD,8/22/2020 0:00,1857,
P200114725,BIPD,8/22/2020 0:00,2140,
P200114752,BIPD,8/22/2020 0:00,2223,
P200114857,BIPD,8/23/2020 0:00,0846,
P200143563,BIPD,10/23/2020 0:00,1411,4476
P200143589,BIPD,10/23/2020 0:00,1453,
