_needs_review,_review_reason,Case ORI,Case Number,Case Reported Date And Time,Case Occurred Incident Type,Case Address,Case Address Zip,Case Address Latitude,Case Address Longitude
,,PA0350400,2022-00011243,04/09/2022 11:09:40,Theft,HOLLOW AVE / W MARKET ST,18508,41.4535853818974,-75.6634530252087
,,PA0350400,2022-00011245,04/09/2022 11:28:04,Welfare Check,1801 STAFFORD AVE,18505,41.3837516400172,-75.6672316715427
,,PA0350400,2022-00011248,04/09/2022 12:24:42,Domestic,228 ASPEN DR,18505,41.3809069231049,-75.6967993870604
,,PA0350400,2022-00011249,04/09/2022 12:31:15,Burglary,210 S 7TH AVE,18505,41.409095572,-75.676355841
,,PA0350400,2022-00011254,04/09/2022 13:34:48,Drug,307 NEW ST,18509,41.4172534646717,-75.6577286336771
,,PA0350400,2022-00011255,04/09/2022 13:54:39,Emotionally Disturbed Person,341 N EVANS CT,18504,41.4162184404161,-75.6791758974545
,,PA0350400,2022-00011256,04/09/2022 14:01:48,Nuisance Complaint,319 N SUMNER AVE,18504,41.4166288828846,-75.6813314702547
,,PA0350400,2022-00011263,04/09/2022 15:13:27,PFA,2200 JACKSON ST,18504,41.419285012,-75.694063685
,,PA0350400,2022-00011277,04/09/2022 16:37:13,CIT,331 S IRVING AVE,18505,41.3980705489758,-75.6572690843639
,,PA0350400,2022-00011287,04/09/2022 17:53:01,Domestic,330 OAK ST,18508,41.439469277409,-75.6609199364183
,,PA0350400,2022-00011298,04/09/2022 19:00:27,Harassment,537 N WASHINGTON AVE,18509,41.411979035,-75.659256529
,,PA0350400,2022-00011302,04/09/2022 19:11:24,Disorderly Conduct,501 N BROMLEY AVE,18504,41.417901609,-75.678563038
,,PA0350400,2022-00011303,04/09/2022 19:10:19,Criminal Mischief,400 GILLIGAN ST,18508,41.42032425,-75.663582872
,,PA0350400,2022-00011321,04/09/2022 22:42:31,Investigation,300 LACKAWANNA AVE,18503,41.408298110715,-75.6675645834704
,,PA0350400,2022-00011322,04/09/2022 22:53:58,DUI,345 S MAIN AVE,18504,41.4088905832172,-75.6838040027781
,,PA0350400,2022-00011323,04/09/2022 23:00:19,Liquor Law Violation,401 S WEBSTER AVE,18505,41.398534398,-75.65971351
,,PA0350400,2022-00011334,04/10/2022 00:02:37,Drug,600 LINDEN ST,18503,41.4081948785338,-75.6609639072882
,,PA0350400,2022-00011338,04/10/2022 00:16:53,Neighbor Dispute,1427 CHURCH AVE,18508,41.432513799915,-75.6645418274913
,,PA0350400,2022-00011340,04/10/2022 00:24:56,Domestic,1175 KANE ST,18505,41.3739567880708,-75.6786378815334
,,PA0350400,2022-00011343,04/10/2022 00:57:50,Theft,1218 VINE ST,18510,41.4060113539382,-75.6511122257031
,,PA0350400,2022-00011348,04/10/2022 01:26:54,Harassment,1002 CROWN AVE,18505,41.3912794647864,-75.6618442417407
,,PA0350400,2022-00011350,04/10/2022 01:56:17,CIT,333 N BROMLEY AVE,18504,41.4160018013641,-75.6801604201722
,,PA0350400,2022-00011352,04/10/2022 02:11:26,DUI,300 JEFFERSON AVE,18510,41.4076204902701,-75.6598254495407
,,PA0350400,2022-00011358,04/10/2022 05:33:04,Overdose,1126 PIERCE ST,18508,41.4306148659769,-75.6665596419951
,,PA0350400,2022-00011365,04/10/2022 10:25:02,Welfare Check,1050 PEAR ST,18505,41.385288878055,-75.6683200794788
,,PA0350400,2022-00011371,04/10/2022 10:59:54,Domestic,935 OAK ST,18508,41.4483394663048,-75.6671779082787
,,PA0350400,2022-00011373,04/10/2022 11:57:46,Assault,360 NEW ST,18509,41.4168927470334,-75.6571201552741
,,PA0350400,2022-00011376,04/10/2022 12:36:17,Domestic,1044 JOHN AVE,18510,41.4100492911919,-75.6361676405459
,,PA0350400,2022-00011383,04/10/2022 13:27:18,Theft,320 MEADOW AVE,18505,41.394909311,-75.651876092
,,PA0350400,2022-00011391,04/10/2022 14:56:04,Drug,510 WYOMING AVE,18509,41.412530653,-75.660837277
,,PA0350400,2022-00011401,04/10/2022 16:55:12,Harassment,225 PITTSTON AVE,18505,41.4026414344292,-75.6612524881711
,,PA0350400,2022-00011402,04/10/2022 16:34:51,Harassment,122 10TH AVE,18504,41.4110800157603,-75.6800063895542
,,PA0350400,2022-00011405,04/10/2022 17:23:27,Fraud,919 MONROE AVE,18510,41.413584573,-75.649545118
,,PA0350400,2022-00011406,04/10/2022 18:12:15,Domestic,229 HOLLISTER AVE,18508,41.4427354225811,-75.6473037992391
,,PA0350400,2022-00011409,04/10/2022 18:41:19,Suspicious Person,853 N MAIN AVE,18504,41.4234711906062,-75.6724062779939
,,PA0350400,2022-00011414,04/10/2022 19:23:26,Disorderly Conduct,100 ADAMS AVE,18503,41.40594512,-75.663591152
,,PA0350400,2022-00011426,04/10/2022 21:33:06,Theft,326 BIDEN ST,18503,41.4090908220267,-75.6655889631476
,,PA0350400,2022-00011434,04/10/2022 23:38:12,Suspicious Vehicle,916 GREEN RIDGE ST,18509,41.4275623788469,-75.6487662344624
,,PA0350400,2022-00011438,04/11/2022 00:24:55,Tresspassing,502 PRESCOTT AVE,18510,41.4044281735866,-75.6482967289989
,,PA0350400,2022-00011439,04/11/2022 01:42:51,Investigation,417 W MARKET ST,18508,41.4413180249154,-75.6603557467953
,,PA0350400,2022-00011465,04/11/2022 09:17:23,Investigation,721 ADAMS AVE,18509,41.413993908,-75.654750407
,,PA0350400,2022-00011472,04/11/2022 10:17:17,Investigation,2121 MYRTLE ST,18510,41.4048446203125,-75.6350518249824
,,PA0350400,2022-00011475,04/11/2022 10:29:25,Theft,613 ADAMS AVE,18510,41.4122695518976,-75.6565996912299
,,PA0350400,2022-00011478,04/11/2022 10:23:30,Shots Fired/Shooting,1501 LAFAYETTE ST,18504,41.416682906,-75.682831558
,,PA0350400,2022-00011479,04/11/2022 10:40:39,Domestic,330 N SUMNER AVE,18504,41.416844326267,-75.6810625007923
,,PA0350400,2022-00011483,04/11/2022 10:52:45,Threat,706 S KEYSER AVE,18504,41.4141144372099,-75.7048333054378
,,PA0350400,2022-00011484,04/11/2022 10:53:15,Domestic,926 CORBETT AVE,18504,41.4017054604913,-75.6840852244856
,,PA0350400,2022-00011513,04/11/2022 12:56:23,Investigation,1822 MULBERRY ST,18510,41.400731171,-75.64595571
,,PA0350400,2022-00011520,04/11/2022 13:34:20,Harassment,340 S WASHINGTON AVE,18505,41.4044919519293,-75.6675664050436
,,PA0350400,2022-00011521,04/11/2022 13:46:18,PFA,635 MOOSIC ST,18505,41.4016083305915,-75.6574913107101
,,PA0350400,2022-00011526,04/11/2022 14:26:20,Assault,1130 MULBERRY ST,18510,41.405507524,-75.653534396
,,PA0350400,2022-00011530,04/11/2022 14:45:54,Fight,1201 LUZERNE ST,18504,41.409600902,-75.687130903
,,PA0350400,2022-00011532,04/11/2022 14:58:04,Tresspassing,1201 LUZERNE ST,18504,41.409600902,-75.687130903
,,PA0350400,2022-00011535,04/11/2022 15:14:30,Other,499 MULBERRY ST,18503,41.4103770546818,-75.6611243793022
,,PA0350400,2022-00011557,04/11/2022 16:31:54,Domestic,1451 DARTMOUTH ST,18504,41.4058493382625,-75.6931493485273
,,PA0350400,2022-00011558,04/11/2022 16:42:42,General Police Information,417 LACKAWANNA AVE,18503,41.4074553003896,-75.6660728442301
,,PA0350400,2022-00011566,04/11/2022 18:06:39,Theft,128 N FILMORE AVE,18504,41.416520109898,-75.6875436357446
,,PA0350400,2022-00011568,04/11/2022 18:08:39,Harassment,628 DEACON ST,18509,41.4343868952641,-75.6485860880218
,,PA0350400,2022-00011575,04/11/2022 19:02:50,Fraud,921 VIEWMONT DR,18519,41.454884394,-75.646641055
,,PA0350400,2022-00011582,04/11/2022 19:29:27,Harassment,662 S KEYSER AVE,18504,41.4146379094978,-75.7044113074294
,,PA0350400,2022-00011583,04/11/2022 20:18:10,Fraud,1015 REMINGTON AVE,18505,41.397880933608,-75.6724810619765
,,PA0350400,2022-00011587,04/11/2022 20:45:18,ALS,927 CROWN AVE,18505,41.3919198259718,-75.6610580322674
,,PA0350400,2022-00011591,04/11/2022 21:16:57,PFA,926 CORBETT AVE,18504,41.4017054604913,-75.6840852244856
,,PA0350400,2022-00011600,04/11/2022 23:19:17,Structure Fire,900 SUMMIT POINTE DR,18508,41.460322104,-75.659369196
,,PA0350400,2022-00011612,04/12/2022 01:09:34,Theft,502 N 7TH AVE,18503,41.415501048,-75.669297355
,,PA0350400,2022-00011618,04/12/2022 03:08:53,Domestic,424 WYOMING AVE,18503,41.411504087,-75.661983766
,,PA0350400,2022-00011632,04/12/2022 07:25:47,Disorderly Conduct,30 LACKAWANNA AVE,18503,41.410322401,-75.670786573
,,PA0350400,2022-00011633,04/12/2022 07:30:06,CIT,1002 MAPLE ST,18505,41.3901143124481,-75.6598210015901
,,PA0350400,2022-00011635,04/12/2022 07:45:31,Missing Person,200 ADAMS AVE,18503,41.4071381510926,-75.6622462905953
,,PA0350400,2022-00011640,04/12/2022 08:29:48,Missing Person,400 ARTHUR AVE,18510,41.400459557,-75.645137239
,,PA0350400,2022-00011641,04/12/2022 08:33:22,Weapon,1739 DICKSON AVE,18509,41.431935462,-75.650953426
,,PA0350400,2022-00011642,04/12/2022 08:44:08,Criminal Mischief,1201 LUZERNE ST,18504,41.409600902,-75.687130903
,,PA0350400,2022-00011657,04/12/2022 10:05:53,Investigation,507 PRESCOTT AVE,18510,41.4045048045,-75.6483065591899
,,PA0350400,2022-00011661,04/12/2022 10:00:14,Criminal Mischief,153 S HYDE PARK AVE,18504,41.412208132713,-75.682494285465
,,PA0350400,2022-00011663,04/12/2022 10:52:18,Investigation,1401 FELLOWS ST,18504,41.409289473,-75.690717788
,,PA0350400,2022-00011672,04/12/2022 11:45:14,Investigation,703 N MAIN AVE,18504,41.4200627816029,-75.6741676664475
,,PA0350400,2022-00011684,04/12/2022 12:42:01,Investigation,1451 ST ANN ST,18504,41.4044673849078,-75.6946152196585
,,PA0350400,2022-00011690,04/12/2022 13:23:35,Sex Offense,721 ADAMS AVE,18509,41.413993908,-75.654750407
,,PA0350400,2022-00011695,04/12/2022 13:39:41,Theft,188 W PARKER ST,18508,41.4425021606101,-75.6492371325568
,,PA0350400,2022-00011701,04/12/2022 14:03:28,Structure Fire,900 S 5TH AVE,18504,41.400746731,-75.680519102
,,PA0350400,2022-00011706,04/12/2022 14:31:10,Assault,355 MAPLE ST,18505,41.397201863,-75.670849171
,,PA0350400,2022-00011707,04/12/2022 14:20:58,Harassment,1501 PROSPECT AVE,18505,41.3904493935426,-75.6717922593134
,,PA0350400,2022-00011708,04/12/2022 14:14:13,Sex Offense,2763 FRINK ST,18504,41.4232479283908,-75.7037372665958
,,PA0350400,2022-00011714,04/12/2022 15:23:23,Investigation,930 MAPLE ST,18505,41.3907444702475,-75.6608171661076
,,PA0350400,2022-00011727,04/12/2022 16:07:56,Drug,,,41.399865,-75.652478
,,PA0350400,2022-00011729,04/12/2022 16:13:34,Assault,GREEN RIDGE ST / CAPOUSE AVE,18509,41.4277203821456,-75.6490266002354
,,PA0350400,2022-00011730,04/12/2022 16:26:27,Other,525 RIPPLE ST,18505,41.3867002157627,-75.6770488981501
,,PA0350400,2022-00011746,04/12/2022 17:07:11,Investigation,1531 BIRCH ST,18505,41.3851689767422,-75.6468507914491
,,PA0350400,2022-00011751,04/12/2022 17:55:20,Drug,1100 CEDAR AVE,18505,41.3958012598931,-75.6711868612222
,,PA0350400,2022-00011765,04/12/2022 20:11:17,Fraud,119 MORRIS AVE,18504,41.4167801916375,-75.6902034785158
,,PA0350400,2022-00011767,04/12/2022 20:33:49,Suicide,108 N WASHINGTON AVE,18503,41.40684209,-75.664839391
,,PA0350400,2022-00011773,04/12/2022 21:32:36,DUI,825 E ELM ST,18505,41.391984745003,-75.6648759707607
,,PA0350400,2022-00011774,04/12/2022 22:23:46,Rape,202 COAR PL,18505,41.4050485429555,-75.6728246929118
,,PA0350400,2022-00011778,04/12/2022 23:02:07,Welfare Check,425 ELECTRIC ST,18509,41.4341101852807,-75.6522895172227
,,PA0350400,2022-00011783,04/12/2022 23:40:39,PFA,318 TAYLOR AVE,18510,41.4037842205139,-75.6527731563442
,,PA0350400,2022-00011788,04/13/2022 01:28:35,PFA,318 TAYLOR AVE,18510,41.4037842205139,-75.6527731563442
,,PA0350400,2022-00011792,04/13/2022 02:59:04,Theft,536 N CAMERON AVE,18504,41.4264948264388,-75.692967284531
,,PA0350400,2022-00011820,04/13/2022 10:10:10,Emotionally Disturbed Person,302 S KEYSER AVE,18504,,
,,PA0350400,2022-00011837,04/13/2022 11:35:25,Domestic,520 KENNEDY ST,18508,41.4477029852033,-75.6573733625585
,,PA0350400,2022-00011844,04/13/2022 11:54:25,Bomb Threat/Incident,7 N WILKES-BARRE BLVD,18702,,
,,PA0350400,2022-00011845,04/13/2022 11:57:34,Fraud,132 FRANKLIN AVE,18503,41.4097757108242,-75.668084607927
,,PA0350400,2022-00011852,04/13/2022 12:36:31,Missing Person,850 PROVIDENCE RD,18508,41.420254204,-75.665271103
,,PA0350400,2022-00011856,04/13/2022 12:58:35,Drug,807 QUINCY AVE,18510,41.4115385008965,-75.6499290562474
,,PA0350400,2022-00011860,04/13/2022 13:30:11,Assault,810 12TH AVE,18504,41.4056420302052,-75.6897479465828
,,PA0350400,2022-00011863,04/13/2022 13:43:03,Missing Person,150 S SUMNER AVE,18504,41.4131944597213,-75.684298287131
,,PA0350400,2022-00011865,04/13/2022 13:30:23,Domestic,914 PRESCOTT AVE,18510,41.4093492866369,-75.6428512969718
,,PA0350400,2022-00011867,04/13/2022 14:31:34,Domestic,829 PITTSTON AVE,18505,41.397254924382,-75.6672313555105
,,PA0350400,2022-00011869,04/13/2022 14:44:52,Death Investigation,1703 MEYLERT AVE,18509,41.4334692295502,-75.6533485089624
,,PA0350400,2022-00011875,04/13/2022 15:14:14,Theft,559 N MAIN AVE,18504,41.41760995,-75.675484294
,,PA0350400,2022-00011876,04/13/2022 14:40:27,Domestic,829 N MAIN AVE,18504,41.4227024089835,-75.6727971968194
,,PA0350400,2022-00011881,04/13/2022 15:34:06,Theft,559 N MAIN AVE,18504,41.41760995,-75.675484294
,,PA0350400,2022-00011882,04/13/2022 15:34:07,Theft,559 N MAIN AVE,18504,41.41760995,-75.675484294
,,PA0350400,2022-00011883,04/13/2022 15:34:08,Theft,559 N MAIN AVE,18504,41.41760995,-75.675484294
,,PA0350400,2022-00011884,04/13/2022 15:34:10,Theft,559 N MAIN AVE,18504,41.41760995,-75.675484294
,,PA0350400,2022-00011885,04/13/2022 15:34:11,Theft,559 N MAIN AVE,18504,41.41760995,-75.675484294
,,PA0350400,2022-00011889,04/13/2022 15:49:46,Intoxicated Person,,,41.4317515748355,-75.6700384802927
,,PA0350400,2022-00011895,04/13/2022 16:13:05,Burglary,852 N REBECCA AVE,18504,41.4248551068682,-75.6772238041973
,,PA0350400,2022-00011896,04/13/2022 16:23:51,Theft,315 NEW ST,18509,41.4172001444963,-75.6576203016477
,,PA0350400,2022-00011897,04/13/2022 16:52:33,Threat,613 LUZERNE ST,18504,41.405480554,-75.678676136
,,PA0350400,2022-00011899,04/13/2022 16:57:29,Sex Offense,717 HEMLOCK ST,18505,41.3999589077853,-75.6571756508327
,,PA0350400,2022-00011900,04/13/2022 17:00:57,Overdose,615 PROSPECT AVE,18505,41.3979436578764,-75.6635131944024
,,PA0350400,2022-00011901,04/13/2022 17:20:52,Tresspassing,635 LUZERNE ST,18504,41.405712511,-75.679142467
,,PA0350400,2022-00011909,04/13/2022 18:10:47,Bomb Threat/Incident,298 1ST AVE,18424,41.271095548,-75.493085404
,,PA0350400,2022-00011916,04/13/2022 18:48:18,Domestic,731 S IRVING AVE,18505,41.3947246734491,-75.6609951768549
,,PA0350400,2022-00011917,04/13/2022 18:45:35,Criminal Mischief,933 OAK ST,18508,41.4483198045294,-75.6671819477336
,,PA0350400,2022-00011922,04/13/2022 19:34:05,Tresspassing,800 CEDAR AVE,18505,41.3983339442277,-75.6684066033062
,,PA0350400,2022-00011925,04/13/2022 20:15:41,Burglary,417 HARRISON AVE,18510,41.4027249549722,-75.648391655895
,,PA0350400,2022-00011932,04/13/2022 21:41:02,Domestic,3 CARLTON CT,18504,41.4153307158817,-75.6813442264456
,,PA0350400,2022-00011935,04/13/2022 22:29:38,Domestic,1729 N SUMNER AVE,18508,41.4376232607033,-75.6612245132961
,,PA0350400,2022-00011936,04/13/2022 22:32:41,Hit and Run,2630 BIRNEY AVE,18505,41.3829212360782,-75.686593145007
,,PA0350400,2022-00011955,04/14/2022 00:28:24,DUI,234 S MAIN AVE,18504,41.410444124,-75.682599976
,,PA0350400,2022-00011957,04/14/2022 00:34:41,Drug,900 S WASHINGTON AVE,18505,41.399728055,-75.672931611
,,PA0350400,2022-00011960,04/14/2022 01:03:46,Obscene Phone Call,624 DEACON ST,18509,41.4344155156442,-75.6486478519919
,,PA0350400,2022-00011978,04/14/2022 08:38:14,Property lost/recovered,1915 JACKSON ST,18504,41.4171089138267,-75.6897901602961
,,PA0350400,2022-00011990,04/14/2022 10:20:24,Other,2508 S WEBSTER AVE,18505,41.3803921122387,-75.6798835531692
,,PA0350400,2022-00011994,04/14/2022 10:59:18,Sex Offense,415 N WASHINGTON AVE,18503,41.41058239,-75.660818271
,,PA0350400,2022-00011996,04/14/2022 11:12:43,Harassment,1429 MULBERRY ST,18510,41.403483166,-75.650152725
,,PA0350400,2022-00011997,04/14/2022 11:22:57,Theft,930 S WASHINGTON AVE,18505,41.399521931,-75.673162526
,,PA0350400,2022-00012020,04/14/2022 14:09:06,Emotionally Disturbed Person,501 S WASHINGTON AVE,18505,41.4030450101564,-75.6690833464028
,,PA0350400,2022-00012021,04/14/2022 14:15:06,DUI,PITTSTON AVE / CHERRY ST,18505,41.3924764915651,-75.672555627196
,,PA0350400,2022-00012023,04/14/2022 14:26:35,Emotionally Disturbed Person,1451 ST ANN ST,18504,41.4044673849078,-75.6946152196585
,,PA0350400,2022-00012024,04/14/2022 14:38:09,Escape,515 WHEELER AVE,18510,41.4031841216837,-75.6459959189858
,,PA0350400,2022-00012036,04/14/2022 16:07:37,Fraud,616 WYOMING AVE,18509,41.4137483260467,-75.6595020347493
,,PA0350400,2022-00012048,04/14/2022 17:13:27,Investigation,119 JEFFERSON AVE,18503,41.405886559,-75.661866435
,,PA0350400,2022-00012049,04/14/2022 16:13:13,Burglary,1007 CLEARVIEW ST,18508,41.4321733746673,-75.6618820699971
,,PA0350400,2022-00012056,04/14/2022 17:57:20,Assault,1616 FARR ST,18504,41.4265800167983,-75.6762814491119
,,PA0350400,2022-00012057,04/14/2022 18:16:25,Other,1018 LUKE AVE,18510,41.407030836132,-75.6322073806669
,,PA0350400,2022-00012058,04/14/2022 18:18:27,Person with Firearm,1013 BERGEN CT,18505,41.3974984708488,-75.6721241514958
,,PA0350400,2022-00012063,04/14/2022 19:01:05,Welfare Check,N SCRANTON EXPY / MULBERRY ST,,,
,,PA0350400,2022-00012074,04/14/2022 20:23:34,Welfare Check,259 RAILROAD AVE,18505,41.4069078417286,-75.6765827011095
,,PA0350400,2022-00012080,04/14/2022 21:29:16,Warrant Service,500 MOUNT PLEASANT DR,18504,41.414833491,-75.671743784
,,PA0350400,2022-00012085,04/14/2022 21:32:41,Criminal Mischief,208 MERIDIAN AVE,18504,41.409081652,-75.67865218
,,PA0350400,2022-00012088,04/14/2022 22:43:40,PFA,819 S WEBSTER AVE,18505,41.3950585276633,-75.6635621753939
,,PA0350400,2022-00012089,04/14/2022 23:14:06,Assault,8 W OLIVE ST,18508,41.415822065,-75.663447358
,,PA0350400,2022-00012090,04/14/2022 23:40:41,Domestic,499 MULBERRY ST,18503,41.4103770546818,-75.6611243793022
,,PA0350400,2022-00012107,04/15/2022 04:25:23,Tresspassing,221 N ST FRANCES CABRINI AVE,18504,41.4129314397311,-75.6771675855418
,,PA0350400,2022-00012108,04/15/2022 06:28:13,Structure Fire,1017 ASH ST,18510,41.4133735256629,-75.6467271076558
,,PA0350400,2022-00012112,04/15/2022 09:45:16,Criminal Mischief,319 N SUMNER AVE,18504,41.4166288828846,-75.6813314702547
,,PA0350400,2022-00012116,04/15/2022 10:40:23,Harassment,1516 WASHBURN ST,18504,41.4128879980587,-75.6863178339879
,,PA0350400,2022-00012119,04/15/2022 10:50:39,Weapon,,,41.4316387171561,-75.6702419536271
,,PA0350400,2022-00012126,04/15/2022 11:36:48,Assault,746 JEFFERSON AVE,18510,41.412839125,-75.654001878
,,PA0350400,2022-00012129,04/15/2022 11:41:51,Criminal Mischief,3 W OLIVE ST,18508,41.4170409845462,-75.6649961712269
,,PA0350400,2022-00012130,04/15/2022 11:43:49,Fraud,1529 E GIBSON ST,18510,41.4074715032554,-75.6437731850907
,,PA0350400,2022-00012146,04/15/2022 13:21:42,CIT,152 WELLS ST,18508,41.4442728516643,-75.6469760377024
,,PA0350400,2022-00012147,04/15/2022 13:37:28,Other,607 PROSPECT AVE,18505,41.3980000894653,-75.6634431013482
,,PA0350400,2022-00012152,04/15/2022 14:49:57,Domestic,525 MERIDIAN AVE,18504,41.403408825982,-75.6778101144526
,,PA0350400,2022-00012154,04/15/2022 15:14:07,Domestic,1717 ASH ST,18510,41.4100248469231,-75.6389648503848
,,PA0350400,2022-00012155,04/15/2022 15:01:43,Harassment,236 HARRISON AVE,18510,41.4008468647895,-75.6503949588122
,,PA0350400,2022-00012160,04/15/2022 15:57:18,Theft,401 PENN AVE,18503,41.4120390883612,-75.6636098839562
,,PA0350400,2022-00012165,04/15/2022 16:18:30,Disorderly Conduct,921 WYOMING AVE,18509,41.4171313659079,-75.6558308978546
,,PA0350400,2022-00012166,04/15/2022 16:27:04,Assault,1500 PITTSTON AVE,18505,41.3915841557277,-75.6735974764811
,,PA0350400,2022-00012168,04/15/2022 16:38:54,Warrant Service,1429 MULBERRY ST,18510,41.403483166,-75.650152725
,,PA0350400,2022-00012181,04/15/2022 17:48:53,Investigation,925 S MAIN AVE,18504,41.4029929412649,-75.6865212041747
,,PA0350400,2022-00012186,04/15/2022 18:03:27,Theft,122 10TH AVE,18504,41.4110800157603,-75.6800063895542
,,PA0350400,2022-00012187,04/15/2022 18:08:09,Tresspassing,442 WHEELER AVE,18510,41.4022642775137,-75.6469249114691
,,PA0350400,2022-00012199,04/15/2022 18:26:43,Assault,1822 MULBERRY ST,18510,41.400731171,-75.64595571
,,PA0350400,2022-00012211,04/15/2022 20:35:29,Sex Offense,1831 PITTSTON AVE,18505,41.388766181,-75.676622824
,,PA0350400,2022-00012215,04/15/2022 21:19:48,Disorderly Conduct,1610 NAY AUG AVE,18509,41.433433562,-75.659268695
,,PA0350400,2022-00012221,04/15/2022 22:09:56,Tresspassing,201 PENN AVE,18503,41.409728317,-75.666210638
,,PA0350400,2022-00012222,04/15/2022 22:15:49,General Police Information,1731 N SUMNER AVE,18508,41.4376436392813,-75.6612047162141
,,PA0350400,2022-00012227,04/15/2022 22:49:58,Domestic,1347 N MAIN AVE,18508,41.431530698,-75.664001229
,,PA0350400,2022-00012239,04/16/2022 01:35:04,Domestic,1724 SANDERSON AVE,18509,41.4314225095012,-75.6494516084806
,,PA0350400,2022-00012246,04/16/2022 04:21:07,Drug,550 N 7TH AVE,18503,41.415613531,-75.669181299
,,PA0350400,2022-00012249,04/16/2022 06:44:39,Illegal Dumping,814 PROVIDENCE RD,18508,41.4194573954562,-75.6653534888166
,,PA0350400,2022-00012257,04/16/2022 08:34:17,Emotionally Disturbed Person,420 ADAMS AVE,18510,41.409745196,-75.65931717
,,PA0350400,2022-00012259,04/16/2022 08:50:26,Domestic,1729 N SUMNER AVE,18508,41.4376232607033,-75.6612245132961
,,PA0350400,2022-00012261,04/16/2022 09:34:27,Other,2309 STAFFORD AVE,18505,41.377077785,-75.674446553
,,PA0350400,2022-00012262,04/16/2022 09:36:00,Other,2309 STAFFORD AVE,18505,41.377077785,-75.674446553
,,PA0350400,2022-00012271,04/16/2022 11:19:04,Sex Offense,303 SMALLACOMBE DR,18504,41.447200754,-75.678417166
,,PA0350400,2022-00012276,04/16/2022 12:26:46,Criminal Mischief,995 ALBRIGHT AVE,18508,41.4235280234555,-75.6634131273898
,,PA0350400,2022-00012290,04/16/2022 15:13:26,Warrant Service,1000 GIBBONS ST,18505,41.3813578847494,-75.6711286942139
,,PA0350400,2022-00012293,04/16/2022 15:29:57,PFA,2122 GOLDEN AVE,18508,41.4412795900603,-75.6533059210206
,,PA0350400,2022-00012299,04/16/2022 14:29:14,Theft,122 10TH AVE,18504,41.4110800157603,-75.6800063895542
,,PA0350400,2022-00012306,04/16/2022 17:22:42,Drug,300 MERIDIAN AVE,18504,41.407697369,-75.678474216
,,PA0350400,2022-00012308,04/16/2022 17:56:58,Drug,1418 PITTSTON AVE,18505,41.3922956073131,-75.6728037523544
,,PA0350400,2022-00012313,04/16/2022 18:20:44,Tresspassing,1516 E GIBSON ST,18510,41.4074585621616,-75.6438647453028
,,PA0350400,2022-00012316,04/16/2022 18:44:31,DUI,800 COLUMBIA ST,18509,41.4326643726569,-75.6460688047282
,,PA0350400,2022-00012325,04/16/2022 19:40:35,Domestic,1002 GENET ST,18505,41.3865536592122,-75.6723629631086
,,PA0350400,2022-00012328,04/16/2022 19:40:54,Domestic,506 BROADWAY ST,18505,41.4055719226273,-75.6751173829517
,,PA0350400,2022-00012331,04/16/2022 20:10:51,ALS,101 MOUNTAIN VIEW WAY,18508,41.4569817885885,-75.6825334136206
,,PA0350400,2022-00012336,04/16/2022 21:27:25,Warrant Service,1000 PITTSTON AVE,18505,41.3958103780351,-75.6689225744141
,,PA0350400,2022-00012341,04/16/2022 22:24:48,Domestic,234 S MAIN AVE,18504,41.410444124,-75.682599976
,,PA0350400,2022-00012350,04/16/2022 23:50:50,Warrant Service,WYOMING AVE / OLIVE ST,18509,41.4135257068539,-75.65979526525
,,PA0350400,2022-00012361,04/17/2022 01:12:28,Child Custody Dispute,1708 LINDEN ST,18510,41.4006655361924,-75.6484977290602
,,PA0350400,2022-00012364,04/17/2022 01:41:32,Investigation,424 WYOMING AVE,18503,41.411504087,-75.661983766
,,PA0350400,2022-00012371,04/17/2022 02:51:46,Domestic,431 SEYMOUR AVE,18505,41.3957692071155,-75.6341407723389
,,PA0350400,2022-00012376,04/17/2022 03:36:23,Domestic,2631 JACKSON ST,18504,41.421995775258,-75.6996908123646
,,PA0350400,2022-00012378,04/17/2022 04:21:11,Loitering,620 FIG ST,18505,41.3900345591422,-75.6710072384718
,,PA0350400,2022-00012379,04/17/2022 04:48:24,Criminal Mischief,308 CEDAR AVE,18505,41.402679659,-75.664058235
,,PA0350400,2022-00012385,04/17/2022 09:00:09,Dog Complaint,300 MEADOW AVE,18505,41.395045467,-75.651727072
,,PA0350400,2022-00012390,04/17/2022 10:34:07,Investigation,911 MONROE AVE,18510,41.4134594145427,-75.6496603868837
,,PA0350400,2022-00012391,04/17/2022 10:42:23,Investigation,527 N BROMLEY AVE,18504,41.4181677259923,-75.6783154917434
,,PA0350400,2022-00012394,04/17/2022 11:15:10,ALS,1601 MULBERRY ST,18510,41.402428437226,-75.6485150615402
,,PA0350400,2022-00012395,04/17/2022 11:38:21,Fight,814 CEDAR AVE,18505,41.3979072014,-75.6688627970401
,,PA0350400,2022-00012413,04/17/2022 14:07:32,Tresspassing,2601 CEDAR AVE,18505,41.3840511323589,-75.6868138065687
,,PA0350400,2022-00012421,04/17/2022 15:18:35,ALS,3401 OLYPHANT AVE,18512,41.443151484419,-75.6278342878086
,,PA0350400,2022-00012434,04/17/2022 17:16:01,Harassment,1730 BLOOM AVE,18508,41.4419989191573,-75.6660331807568
,,PA0350400,2022-00012437,04/17/2022 18:02:17,Harassment,1934 BOULEVARD AVE,18509,41.4335642886604,-75.6463512219682
