_needs_review,_review_reason,CallID,When Reported,Typ,Nature,P,Location,Cty
,,19C099487,14:30:40 10/17/19,l,Citizen Contact,3,350 N MCKINLEY ST # 102; DOG HAUS; LL CONT,COR
,,19C099489,14:31:13 10/17/19,l,Dist/Physical,1,1438 W SIXTH ST; LAS ISLAS MARIAS,COR
,,19C099490,14:32:01 10/17/19,l,Follow Up,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C099492,14:33:43 10/17/19,l,911 Hangup,2,535 N MCKINLEY ST; VONS,COR
,,19C099494,14:34:59 10/17/19,l,911 Hangup,2,134 N SHERMAN AVE; HAMMERDOWN INC,COR
,,19C099496,14:40:40 10/17/19,l,Citizen Contact,3,730 PUBLIC SAFETY WAY,COR
,,19C099498,14:48:10 10/17/19,l,Traffic Detail,4,1650 GARRETSON AVE; GARRETSON ELEMENTARY SCHOOL,COR
,,19C099500,14:49:07 10/17/19,l,Ped Check,4,S BELLE AVE & W FIFTH ST,COR
,,19C099502,14:51:32 10/17/19,l,911 Hangup,2,1149 SALEM DR,COR
,,19C099503,14:52:26 10/17/19,f,ZZTrauma,1,1149 SALEM DR,COR
,,19C099506,14:55:20 10/17/19,l,Susp Vehicle,3,W FIFTH ST & SIERRA VISTA ST,COR
,,19C099508,14:58:13 10/17/19,f,ZZTrauma,1,2493 POMONA RINCON RD,RVC
,,19C099510,15:11:03 10/17/19,l,Ill Parked Veh,4,535 N MCKINLEY ST; VONS,COR
,,19C099511,15:13:41 10/17/19,l,Citizen Contact,3,418 E TENTH ST # 101 ; SUICIDAL SUBJ,COR
,,19C099513,15:29:30 10/17/19,l,Additional Info,4,4168 WINDSPRING ST;LL CONT,COR
,,19C099516,15:31:44 10/17/19,f,ZZFwy Spill,1,15 SB ONTARIO EL CERRITO,ELC
,,19C099519,15:35:14 10/17/19,l,Traffic Stop,4,301 S LINCOLN AVE; CARDENAS,COR
,,19C099520,15:36:43 10/17/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PD LOT,COR
,,19C099521,15:39:01 10/17/19,l,Suspicious Circ,3,431 N MCKINLEY ST; CIRCLE K INSDIE MOBIL COR GAS,
,,19C099523,15:39:12 10/17/19,l,Follow Up,4,360 N MCKINLEY ST; CHASE BANK,COR
,,19C099525,15:41:56 10/17/19,l,Follow Up,4,300 ADAMS CIR,COR
,,19C099526,15:41:57 10/17/19,lf,Unknown Problem,1,241 E PARKRIDGE AVE ; #G,COR
,,19C099529,15:48:26 10/17/19,l,Compliance Ck,4,1967 STARFIRE AVE,COR
,,19C099530,15:49:36 10/17/19,l,Patrol Info,4,N LINCOLN AVE & HARRINGTON ST,COR
,,19C099531,15:50:07 10/17/19,l,Traffic Detail,4,MAGNOLIA AVE & 15 SB ON RAMP,COR
,,19C099532,15:53:35 10/17/19,l,Traffic Stop,4,SHERBORN ST & MAGNOLIA AVE,COR
,,19C099533,15:57:25 10/17/19,l,Traffic Stop,4,N LINCOLN AVE & PLACID DR,COR
,,19C099536,16:09:57 10/17/19,l,Vehicle Check,4,S MERRILL ST & W OLIVE ST,COR
,,19C099537,16:10:52 10/17/19,l,Property Check,4,1260 E ONTARIO AVE; ALBERTSONS,COR
,,19C099538,16:12:37 10/17/19,l,911 Hangup,2,1218 E ONTARIO AVE,COR
,,19C099540,16:14:09 10/17/19,l,Petty Theft P,4,1299 E ONTARIO AVE; CVS PHARMACY 9190 AT CORONA ORCHARD,COR
,,19C099542,16:20:38 10/17/19,f,ZZChest Pains,1,341 MAGNOLIA AVE # 205 ; Dr tsai,COR
,,19C099543,16:21:18 10/17/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; pd lot,COR
,,19C099544,16:22:59 10/17/19,f,ZZPublicSrvceF,2,685 N TREEMONT PL # 103; PLOT,COR
,,19C099545,16:23:38 10/17/19,l,911 Hangup,2,549 BATEMAN CIR; BUSINESS TELECOMMUNICATIONS SYSTEMS INC,COR
,,19C099548,16:28:38 10/17/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; pd lot,COR
,,19C099550,16:31:14 10/17/19,l,Child Abuse,1,1145 ACACIA ST,COR
,,19C099551,16:32:48 10/17/19,l,911 Hangup,2,1717 VIA DEL RIO; IGLESIA CHURCH,COR
,,19C099552,16:33:02 10/17/19,l,911 Hangup,2,2283 TOULOUSE ST,COR
,,19C099553,16:34:48 10/17/19,l,Property Check,4,730 VIA DE LUNA # 2; COUNTRY HILLS APARTMENTS,COR
,,19C099554,16:35:28 10/17/19,l,Petty Theft P,4,2283 TOULOUSE ST,COR
,,19C099556,16:38:35 10/17/19,l,Citizen Contact,3,909 S SMITH AVE # 206; CORONA VILLAGE APTS; LL CONT,COR
,,19C099558,16:42:10 10/17/19,l,Compliance Ck,4,1065 SYCAMORE LN,COR
,,19C099559,16:42:38 10/17/19,l,Alarm Call,2,1888 W SIXTH ST # B; CC PAINT BALL; CC PAINTBALL,COR
,,19C099560,16:43:22 10/17/19,l,Traffic Stop,4,RIMPAU AVE & OLD TEMESCAL RD,COR
,,19C099562,16:46:33 10/17/19,l,Patrol Info,4,N LINCOLN AVE & 91 WB ON RAMP,COR
,,19C099563,16:48:19 10/17/19,l,911 Hangup,2,400 S VICENTIA AVE; CITY HALL,COR
,,19C099564,16:50:29 10/17/19,l,Disturb Peace,3,1419 GRANADA AVE ;11550 SUBJ,COR
,,19C099565,16:51:40 10/17/19,l,911 Hangup,2,2798 GRIFFIN WAY,COR
,,19C099566,16:51:54 10/17/19,l,Patrol Info,4,S SHERMAN AVE & W SIXTH ST,COR
,,19C099568,17:04:28 10/17/19,l,Keep The Peace,3,2617 GRIFFIN WAY ; 415 SUBJ 97,COR
,,19C099569,17:07:23 10/17/19,l,Susp Vehicle,3,397 CINDY CT,COR
,,19C099570,17:13:41 10/17/19,l,911 Hangup,2,1214 MAGNOLIA AVE,COR
,,19C099571,17:14:44 10/17/19,l,Found Property,4,204 E SIXTH ST; BANK OF AMERICA,COR
,,19C099573,17:26:52 10/17/19,l,Resid Burg Past,4,1467 EARL ST,COR
,,19C099574,17:29:02 10/17/19,l,Accident,2,N MAIN ST & 91 WB ON RAMP ; UNDER THE OVERPASS,COR
,,19C099577,17:37:18 10/17/19,l,Follow Up,4,1249 KELLEY AVE,COR
,,19C099578,17:37:50 10/17/19,l,Traffic Stop,4,N LINCOLN AVE & RAILROAD ST,COR
,,19C099579,17:38:29 10/17/19,l,Compliance Ck,4,2572 EAGLEROCK DR,COR
,,19C099580,17:42:47 10/17/19,l,Traffic Stop,4,N LINCOLN AVE & RAILROAD ST,COR
,,19C099581,17:43:12 10/17/19,l,911 Hangup,2,3594 NELSON ST,COR
,,19C099583,17:46:06 10/17/19,f,ZZFwy Acc w/inj,1,91 EB LINCOLN MAIN,COR
,,19C099584,17:48:35 10/17/19,l,Welfare Check,2,N LINCOLN AVE & 91 WB ON RAMP; ON THE OVERPASS,COR
,,19C099585,17:50:37 10/17/19,l,911 Hangup,2,4190 BENNETT AVE; EAGLE GLEN COMMUNITY COR PARK,
,,19C099589,17:59:08 10/17/19,l,Property Check,4,650 S MAIN ST; CITY LIBRARY,COR
,,19C099590,18:00:52 10/17/19,l,Disturb Peace,3,391 N MAIN ST # 207; SUNWEST MORTGAGE; COR POSS STALKING,
,,19C099591,18:08:06 10/17/19,l,Assault Wpn P,2,1395 E FOOTHILL PKWY; SANTIAGO HIGH SCHOOL; 87 @ PD PRKG LOT,COR
,,19C099592,18:10:31 10/17/19,l,Susp Person,3,1010 S WASHBURN AVE; REAR ALLEY,COR
,,19C099594,18:18:07 10/17/19,l,Patrol Info,4,N COTA ST & RIVER RD,COR
,,19C099596,18:23:38 10/17/19,l,Veh Burg Past,4,1541 W SIXTH ST; GOLDEN AUTO GROUP INC; COR SUSPECT IN THE AREA,
,,19C099597,18:23:40 10/17/19,f,ZZFall,1,737 MAGNOLIA AVE # 130; BROOKDALE,COR
,,19C099598,18:30:49 10/17/19,l,Property Check,4,1290 E ONTARIO AVE; WALMART,COR
,,19C099599,18:35:40 10/17/19,l,Suspicious Circ,3,570 HIDDEN VALLEY PKWY; BANK OF AMERICA,COR
,,19C099600,18:39:06 10/17/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C099601,18:44:31 10/17/19,l,Susp Person,3,1180 E ONTARIO AVE; JACK IN THE BOX,COR
,,19C099602,18:54:56 10/17/19,l,911 Hangup,2,598 SANTANA WAY; SANTANA PARK,COR
,,19C099605,19:02:56 10/17/19,f,ZZFall,1,351 CYPRESS CT,COR
,,19C099607,19:04:07 10/17/19,l,Cross Report,2,1400 BALDY VIEW CIR,COR
,,19C099608,19:07:20 10/17/19,l,Property Check,4,650 S LINCOLN AVE,COR
,,19C099609,19:07:48 10/17/19,l,911 Hangup,2,1266 RYAN LN,COR
,,19C099610,19:09:04 10/17/19,l,Keep The Peace,3,2440 MAVERICK CIR,COR
,,19C099611,19:10:03 10/17/19,l,Petty Theft,3,1400 CAMELOT DR;BORDER LAKE,COR
,,19C099613,19:13:00 10/17/19,l,Disturb Peace P,4,563 RIVER RD # B; SEPERATED,COR
,,19C099614,19:15:42 10/17/19,f,ZZMedical Alert,1,875 RIVER RD # 106; RIVER RUN APTS,COR
,,19C099615,19:16:29 10/17/19,l,Ill Parked Veh,4,777 S TEMESCAL ST; CORONA LA LINDA MHP,COR
,,19C099616,19:18:00 10/17/19,l,911 Hangup,2,702 E SIXTH ST; ARCO AM PM,COR
,,19C099618,19:19:43 10/17/19,l,Disturb Peace,3,1419 GRANADA AVE; 415 FAM,COR
,,19C099619,19:20:09 10/17/19,f,ZZTrauma,1,737 MAGNOLIA AVE # 130,COR
,,19C099620,19:20:35 10/17/19,l,Vandalism Past,4,702 E SIXTH ST; ARCO AM PM,COR
,,19C099621,19:23:49 10/17/19,f,ZZFwy Sick,1,15 SB TRANSITION ROAD TO 91 EB,COR
,,19C099622,19:26:19 10/17/19,l,Susp Person,3,1222 MAGNOLIA AVE # 104; SUBWAY,COR
,,19C099625,19:34:10 10/17/19,l,911 Hangup,2,2210 GRFFIN WY # 101; VERIZON WIRELESS,COR
,,19C099626,19:37:58 10/17/19,l,Alarm Call,2,2780 CABOT DR # 145; HAIR FULL SERVICE SALON,COR
,,19C099629,19:45:37 10/17/19,l,911 Hangup,2,2559 WATERFALL LN,COR
,,19C099632,19:46:47 10/17/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C099633,19:47:32 10/17/19,l,911 Hangup,2,1530 BORDER AVE,COR
,,19C099634,19:47:33 10/17/19,lf,Accident Unknwn,1,GRIFFIN WAY & N MCKINLEY ST,COR
,,19C099635,19:49:41 10/17/19,l,Flag Down,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C099637,19:58:08 10/17/19,f,ZZFwy VegFireH,1,91 EB GREEN RIVER 71,RVC
,,19C099644,20:18:32 10/17/19,l,Reckless Driver,3,1966 SUNDANCE CIR,COR
,,19C099646,20:22:39 10/17/19,l,Annoying Calls,3,2116 KELLOGG AVE; PD PLOT,COR
,,19C099648,20:23:48 10/17/19,l,Cross Report,2,923 W FRANCIS ST,COR
,,19C099649,20:27:46 10/17/19,l,911 Hangup,2,1223 DORIS LN # 105,COR
,,19C099652,20:36:55 10/17/19,l,Traffic Stop,4,GRIFFIN WAY & N MCKINLEY ST,COR
,,19C099654,20:43:08 10/17/19,l,Domestic Distur,2,2073 SAWGRASS CREEK LN,COR
,,19C099656,20:58:51 10/17/19,l,Disturb Peace,3,404 SIERRA VISTA ST # 21,COR
,,19C099657,21:04:08 10/17/19,,,,N LINCOLN AVE & 91 WB ON RAMP,COR
,,19C099658,21:06:35 10/17/19,l,Resid Burg I/P,2,1496 DOWNING CT ; 664/RESD BURG,COR
,,19C099660,21:08:52 10/17/19,l,Stranded Veh,3,S LINCOLN AVE & D ST,COR
,,19C099664,21:20:31 10/17/19,l,Alarm Call,2,910 HERON DR,COR
,,19C099665,21:20:42 10/17/19,l,Patrol Info,4,381 ADIRONDACK DR,COR
,,19C099667,21:21:31 10/17/19,lf,Accident Inj,1,E EIGHTH ST & S MAIN ST,COR
,,19C099669,21:26:24 10/17/19,l,Susp Vehicle,3,1559 DOMINGUEZ RANCH RD ; 2 BLOCKS SOUTH OF,COR
,,19C099670,21:37:44 10/17/19,f,ZZSick,1,1493 BENTLEY DR,COR
,,19C099671,21:40:16 10/17/19,l,Ped Check,4,EL SOBRANTE RD & CIRCLE CITY DR,COR
,,19C099672,21:42:06 10/17/19,f,ZZTrauma,1,CIRCLE CITY DR & EL SOBRANTE RD,COR
,,19C099674,21:47:28 10/17/19,l,Property Check,4,2522 WARDLOW RD,COR
,,19C099680,22:03:45 10/17/19,f,ZZChest Pains,1,1400 CIRCLE CITY DR; #1,COR
,,19C099681,22:10:47 10/17/19,l,Alarm Call,2,1395 E FOOTHILL PKWY; SANTIAGO HIGH SCHOOL,COR
,,19C099684,22:18:11 10/17/19,l,Suspicious Circ,3,212 E TENTH ST,COR
,,19C099685,22:19:30 10/17/19,f,ZZAA Inj Accdnt,1,9000 CAJALCO RD,RVC
,,19C099686,22:25:37 10/17/19,l,Disturb Peace,3,1865 W SIXTH ST; CARLS JR,COR
,,19C099687,22:28:18 10/17/19,l,Lost Property,4,1560 W SIXTH ST; WALMART,COR
,,19C099688,22:30:57 10/17/19,f,ZZPublicSrvceF,2,415 N SMITH AVE; KURZ TRANSFER PRODUCTS LP,COR
,,19C099691,22:33:35 10/17/19,l,Property Check,4,200 N LINCOLN AVE; MOTEL 6,COR
,,19C099695,22:37:17 10/17/19,l,Property Check,4,1980 FULLERTON AVE; STALLINGS ELEMENTARY SCHOOL,COR
,,19C099696,22:40:38 10/17/19,l,911 Hangup,2,1210 MAGNOLIA AVE,COR
,,19C099697,22:42:09 10/17/19,l,Property Check,4,450 S MAIN ST; JASHUA LIQUOR,COR
,,19C099699,22:43:54 10/17/19,l,Patrol Info,4,1918 W ONTARIO AVE,COR
,,19C099701,22:47:02 10/17/19,l,Domestic Distur,2,1440 CHALGROVE DR # B,COR
,,19C099702,22:48:09 10/17/19,l,Susp Vehicle,3,142 TAMARACK DR,COR
,,19C099703,22:51:47 10/17/19,l,Dist/Verbal,2,3605 ARBORETUM CIR,COR
,,19C099704,22:59:28 10/17/19,l,Follow Up,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C099707,23:05:28 10/17/19,l,Patrol Info,4,15 NB ONTARIO MAGNOLIA; 23152,COR
,,19C099708,23:07:20 10/17/19,l,911 Hangup,2,1591 BRENTWOOD DR,COR
,,19C099709,23:11:52 10/17/19,f,ZZSick,1,1400 W RINCON ST; VEG FRESH,COR
,,19C099710,23:12:25 10/17/19,l,Traffic Stop,4,CALIFORNIA AVE & E FOOTHILL PKWY,COR
,,19C099711,23:16:22 10/17/19,l,Citizen Contact,3,758 PORTOLLA ST; #K101 ; LL CONT,COR
,,19C099712,23:17:30 10/17/19,l,Traffic Stop,4,1800 S LINCOLN AVE; LINCOLN PARK,COR
,,19C099713,23:20:33 10/17/19,l,Alarm Call,2,3550 GRAND OAKS,COR
,,19C099714,23:24:26 10/17/19,l,Traffic Stop,4,15 SB OFF RAMP & WEIRICK RD,COR
,,19C099715,23:30:20 10/17/19,l,Traffic Stop,4,S LINCOLN AVE & W FIFTH ST,COR
,,19C099716,23:32:31 10/17/19,l,Susp Person,3,212 W TENTH ST; REAR ALLEY,COR
,,19C099717,23:35:54 10/17/19,l,Alarm Call,2,1229 RAILROAD ST; LEJON OF CALIFORNIA INC,COR
,,19C099718,23:36:57 10/17/19,l,Area Check,3,1015 MONTECITO DR; RESIDENCE INN,COR
,,19C099719,23:39:10 10/17/19,l,Susp Vehicle,3,784 SILVESTRE CT,COR
,,19C099720,23:41:17 10/17/19,l,Property Check,4,1355 E ONTARIO AVE; HOME DEPOT,COR
,,19C099721,23:41:57 10/17/19,l,911 Hangup,2,1707 W SIXTH ST;#217,COR
,,19C099722,23:47:16 10/17/19,l,Welfare Check,2,4549 TEMESCAL CANYON RD,COR
,,19C099723,23:47:43 10/17/19,l,911 Hangup,2,1023 S BELLE AVE,COR
,,19C099724,23:54:25 10/17/19,l,Alarm Call,2,3555 GRAND OAKS; CHICK FIL A,COR
,,19C099725,23:56:05 10/17/19,l,Test,4,123 N MAIN ST,COR
,,19C099727,00:00:20 10/18/19,l,Patrol Info,4,754 CANARY LN,COR
,,19C099730,00:09:20 10/18/19,l,Property Check,4,1140 E ONTARIO AVE; CHEVRON STATION,COR
,,19C099731,00:16:56 10/18/19,l,Property Check,4,185 MAGNOLIA AVE; LEE POLLARD HIGH SCHOOL,COR
,,19C099732,00:18:17 10/18/19,l,Property Check,4,400 S VICENTIA AVE; CITY HALL,COR
,,19C099733,00:19:29 10/18/19,l,Property Check,4,100 W ONTARIO AVE; WALGREENS 07303 AT TOWN AND COUNTRY,COR
,,19C099734,00:23:14 10/18/19,l,Traffic Stop,4,RAILROAD ST & W GRAND BLVD,COR
,,19C099735,00:26:35 10/18/19,l,Traffic Stop,4,3550 GRAND OAKS; ROCK N REWS,COR
,,19C099736,00:32:14 10/18/19,l,Property Check,4,2430 TUSCANY ST; BEST BUY,COR
,,19C099737,00:47:06 10/18/19,f,ZZFall,1,2060 PINE CREST DR,CRA
,,19C099739,00:51:36 10/18/19,l,911 Hangup,2,UNK 100 BLOCK IN CORONA,COR
,,19C099740,00:51:46 10/18/19,l,911 Hangup,2,3010 ALPS RD,COR
,,19C099742,01:08:33 10/18/19,l,Veh Burg I/P,2,853 N MAIN ST # 77,COR
,,19C099744,01:41:47 10/18/19,l,911 Hangup,2,1275 RAILROAD ST; WALTS RV PARTS AND SURPLUS,COR
,,19C099745,01:54:16 10/18/19,l,Property Check,4,1150 PASEO GRANDE; CESAR CHAVEZ ELEMENTARY SCHOOL,COR
,,19C099746,01:54:31 10/18/19,f,ZZSick,1,1013 RIMPAU AVE # 204,COR
,,19C099747,02:00:31 10/18/19,lf,Man Down,1,2760 FASHION DR # 201,COR
,,19C099749,02:11:22 10/18/19,l,Resid Burg I/P,2,1258 COTTONWOOD CIR,COR
,,19C099750,02:12:19 10/18/19,l,Alarm Call,2,1307 W SIXTH ST; #108; PHS COUNSELING,COR
,,19C099751,02:24:19 10/18/19,l,Accident,2,399 E HACIENDA DR ; POSS 23152,COR
,,19C099752,02:32:47 10/18/19,l,911 Hangup,2,598 SANTANA WAY; SANTANA PARK,COR
,,19C099753,02:39:47 10/18/19,l,Alarm Call,2,3485 GRAND OAKS; PETCO 1127 AT THE CROSSINGS,COR
,,19C099755,02:45:00 10/18/19,l,Welfare Check,2,598 SANTANA WAY; SANTANA PARK,COR
YES,'Nature' garbled text (embedded symbol),19C099756,02:48:35 10/18/19,f,ZZFaint/Uncons,1,846 CAROLINA CIR,COR
,,19C099757,03:25:04 10/18/19,l,Property Check,4,275 TELLER ST # 100; 24 HOUR FITNESS,COR
,,19C099758,03:40:35 10/18/19,l,Disturb Peace,3,702 E SIXTH ST; ARCO AM PM,COR
,,19C099759,03:49:18 10/18/19,l,Alarm Call,2,1121 CALIFORNIA AVE;DAY PIETRO CORP,COR
,,19C099760,03:54:10 10/18/19,lf,Accident Inj,1,315 E EIGHTH ST,COR
,,19C099761,04:01:25 10/18/19,l,Alarm Call,2,200 RIVER RD; PROMACH VILLAGE SYSTEMS,COR
,,19C099762,04:29:01 10/18/19,l,Ped Check,4,W SIXTH ST & S BELLE AVE,COR
,,19C099763,04:44:00 10/18/19,l,Traffic Stop,4,CORYDON ST & STAGECOACH RD,COR
,,19C099764,04:55:03 10/18/19,l,Follow Up,4,1545 CIRCLE CITY DR,COR
,,19C099766,04:58:52 10/18/19,lf,Structure Fire,1,11544 NORGATE CIR,COR
,,19C099767,04:58:59 10/18/19,f,ZZResdntal Alr,1,11544 NORGATE CIR,COR
,,19C099769,05:20:48 10/18/19,l,Alarm Call,2,1260 CORONA POINTE CT # 102; REALTY ONE COR GROUP,
,,19C099771,05:28:39 10/18/19,lf,Vegetation High,1,18697 VERDEMONT RANCH ROAD,
,,19C099772,05:33:20 10/18/19,f,ZZChest Pains,1,422 W OLIVE ST,COR
,,19C099776,06:00:49 10/18/19,l,Auto Theft Past,3,1952 CORDOZA ST,COR
,,19C099778,06:03:03 10/18/19,l,Comm Burg Past,4,2161 RAILROAD ST; ELEMENT BLUE ALLOYS INC,COR
,,19C099779,06:05:31 10/18/19,l,911 Hangup,2,4820 GREEN RIVER RD,COR
,,19C099780,06:07:33 10/18/19,l,Patrol Info,4,MAGNOLIA AVE & RIMPAU AVE,COR
,,19C099781,06:09:35 10/18/19,f,ZZDiabetic,1,1774 DUMITRU WAY; #C,COR
,,19C099782,06:11:57 10/18/19,l,Suspicious Circ,3,1860 GARRETSON AVE,COR
,,19C099784,06:29:56 10/18/19,l,911 Hangup,2,815 E SIXTH ST,COR
,,19C099785,06:54:20 10/18/19,l,Welfare Check,2,1400 BALDY VIEW CIR,COR
,,19C099786,07:02:19 10/18/19,l,Disturb Peace,3,1411 RIMPAU AVE # 108; DOAN LAW FIRM,COR
,,19C099787,07:17:08 10/18/19,lf,Accident Inj,1,VALENCIA RD & CALIFORNIA AVE,COR
,,19C099791,07:31:25 10/18/19,l,Welfare Check,2,1203 W SIXTH ST # 91,COR
,,19C099792,07:35:23 10/18/19,l,Fraud Past,4,1276 BORDER AVE; DEL LAGO LIQUOR AT VILLAGE GROVE PLAZA,COR
,,19C099793,07:35:35 10/18/19,l,Property Check,4,3615 GRAND OAKS; JEROMES FURNITURE WAREHOUSE AT THE CROSSING,COR
,,19C099794,07:37:06 10/18/19,l,911 Hangup,2,N LINCOLN AVE & RIVER RD,COR
,,19C099795,07:42:08 10/18/19,l,Hazard,3,FOOTHILL / BORDER,
,,19C099796,07:42:18 10/18/19,l,Area Check,3,264 MARIAH CIR; EIBACH SPRINGS INC,COR
,,19C099797,07:44:32 10/18/19,l,Disturb Peace,3,350 N MCKINLEY ST # 103; JUICE IT UP,COR
,,19C099799,07:55:24 10/18/19,l,Ill Parked Veh,4,201 JASON CT; FREILING MACHINING INC,COR
,,19C099800,07:56:55 10/18/19,l,Patrol Info,4,2100 MABEY CANYON RD,COR
,,19C099801,08:04:17 10/18/19,l,Accident,2,S LINCOLN AVE & D ST,COR
YES,'Location' garbled/scrambled text,19C099803,08:13:35 10/18/19,l,Alarm Call,2,225 ENCORE WAY;CUESTA RESD,COR
,,19C099804,08:15:11 10/18/19,l,Ill Parked Veh,4,2030 KELLOGG AVE,COR
,,19C099805,08:24:44 10/18/19,l,Alarm Call,2,1185 MAGNOLIA AVE ; #a Power bow,COR
,,19C099807,08:31:45 10/18/19,l,Disturb Peace,3,912 BURR ST,COR
,,19C099808,08:38:12 10/18/19,l,Fraud Past,4,2400 SIMON CIR; PD LOBBY,COR
,,19C099810,08:45:01 10/18/19,l,Special Detail,4,6266 promontory ln - riverside,
,,19C099811,08:57:49 10/18/19,f,ZZFwy Acc w/inj,1,91 WB Sixth to 71,COR
,,19C099812,08:58:35 10/18/19,l,Traffic Stop,4,CAMELOT DR & BORDER AVE,COR
,,19C099814,09:10:36 10/18/19,l,Welfare Check,2,1350 VALENCIA RD; ORANGE ELEMENTARY,COR
,,19C099815,09:25:10 10/18/19,l,Disturb Peace,3,2240 COMPTON AVE; 76 GAS,COR
,,19C099816,09:26:29 10/18/19,l,911 Hangup,2,906 S VICENTIA AVE,COR
,,19C099817,09:27:10 10/18/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C099818,09:30:32 10/18/19,f,ZZAllergies,1,1373 DYER WAY,COR
,,19C099819,09:36:58 10/18/19,l,Ill Parked Veh,4,509 N SMITH AVE; CARPETS BY ROBERT LE DOUX,COR
,,19C099820,09:43:07 10/18/19,l,Susp Person,3,925 W CRESTVIEW ST,COR
,,19C099821,09:43:50 10/18/19,l,Alarm Call,2,1525 E ONTARIO AVE # 107; SEVEN SEAS AUTHENTIC THAI CUISINE,COR
,,19C099822,09:44:38 10/18/19,l,Traffic Detail,4,N LINCOLN AVE & POMONA RD,COR
,,19C099824,09:51:14 10/18/19,l,Missing Person,2,730 PUBLIC SAFETY WAY; CORONA POLICE; PD LOBBY,COR
,,19C099825,09:51:17 10/18/19,l,Alarm Call,2,1750 CALLE DEL ORO,COR
,,19C099826,10:00:09 10/18/19,l,Alarm Call,2,1250 CORONA POINTE CT # 201; ANAMI HOUSING,COR
,,19C099827,10:04:43 10/18/19,l,Patrol Info,4,MAGNOLIA AVE & 15 SB ON RAMP,COR
,,19C099829,10:16:46 10/18/19,f,ZZFwy Veh Fire,1,15 SB TEMESCAL CANYON INDIAN TRUCK TRAIL SYC CYN,TEM
,,19C099831,10:17:23 10/18/19,l,911 Hangup,2,505 S BUENA VISTA AVE; COUNTY COURT HOUSE,COR
,,19C099832,10:27:53 10/18/19,l,Additional Info,4,1355 E ONTARIO AVE; HOME DEPOT; LL CONT,COR
,,19C099833,10:29:23 10/18/19,f,ZZChest Pains,1,2250 S MAIN ST # 104; CITRUS VALLEY FAMILY,COR
,,19C099834,10:29:40 10/18/19,l,Traffic Stop,4,W PARKRIDGE AVE & N COTA ST,COR
,,19C099837,10:31:02 10/18/19,l,Runaway,3,555 EBBCREEK ST # O; PD LOBBY,COR
,,19C099838,10:31:27 10/18/19,l,Domestic Distur,2,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C099840,10:33:51 10/18/19,l,H&S Violation,3,307 E SIXTH ST;CORONA BURGERS,COR
,,19C099841,10:38:23 10/18/19,l,Traffic Stop,4,800 N MAIN ST,COR
,,19C099842,10:39:55 10/18/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PD LOT,COR
,,19C099844,10:41:54 10/18/19,l,Citizen Contact,3,922 S SHERIDAN ST; PD LOBBY,COR
,,19C099845,10:42:14 10/18/19,f,ZZSick,1,730 PUBLIC SAFETY WAY; TEST TEST TEST,COR
,,19C099846,10:43:52 10/18/19,l,Dom Disturb P,3,976 AVENIDA DEL VISTA # 12; LL CONT,COR
,,19C099847,10:48:41 10/18/19,l,Additional Info,4,2430 TUSCANY ST; BEST BUY,COR
,,19C099848,10:54:26 10/18/19,l,Traffic Stop,4,W PARKRIDGE AVE & N COTA ST,COR
,,19C099850,11:02:32 10/18/19,l,Additional Info,4,834 W ORANGE HEIGHTS LN,COR
,,19C099852,11:17:20 10/18/19,l,Loud Noise,3,1033 W FIFTH ST,COR
,,19C099853,11:22:33 10/18/19,l,Disturb Peace P,4,1243 DORIS LN # 101,COR
,,19C099854,11:24:55 10/18/19,lf,Overdose,1,1820 RIMPAU AVE; CENTENNIAL HIGH SCHOOL,COR
,,19C099855,11:26:02 10/18/19,f,ZZTrauma,1,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C099856,11:34:59 10/18/19,lf,Susp Person,3,1888 W SIXTH ST # H; MPOL LAB LLC,COR
,,19C099857,11:37:40 10/18/19,l,Follow Up,4,US BANK VONS MAG,
,,19C099858,11:38:52 10/18/19,l,Property Check,4,2331 CALIFORNIA AVE,COR
,,19C099861,11:47:12 10/18/19,l,Annoying Calls,3,790 SAINT HELENA DR,COR
,,19C099862,11:54:25 10/18/19,l,Additional Info,4,1112 W SIXTH ST # 108; JEWELRY WORLD; ll COR cont,
,,19C099863,11:56:43 10/18/19,l,Disturb Peace,3,400 E SIXTH ST; ALL AMERICAN ALPHALT,COR
,,19C099866,12:02:38 10/18/19,l,911 Hangup,2,9 KPC PKWY; ALVORD SCHOOL DIST,COR
,,19C099867,12:04:19 10/18/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C099868,12:05:44 10/18/19,l,911 Hangup,2,1620 BERRYWOOD CT # F,COR
